id,Start,Start ID,Finish,Finish ID
1,AER,2965,KZN,2990
2,ASF,2966,KZN,2990
3,ASF,2966,MRV,2962
4,CEK,2968,KZN,2990
5,CEK,2968,OVB,4078
6,DME,4029,KZN,2990
7,DME,4029,NBC,6969
8,DME,4029,TGK,\N
9,DME,4029,UUA,6160
10,EGO,6156,KGD,2952
11,EGO,6156,KZN,2990
12,GYD,2922,NBC,6969
13,KGD,2952,EGO,6156
14,KZN,2990,AER,2965
15,KZN,2990,ASF,2966
16,KZN,2990,CEK,2968
17,KZN,2990,DME,4029
18,KZN,2990,EGO,6156
19,KZN,2990,LED,2948
20,KZN,2990,SVX,2975
21,LED,2948,KZN,2990
22,LED,2948,NBC,6969
23,LED,2948,UUA,6160
24,MRV,2962,ASF,2966
25,NBC,6969,DME,4029
26,NBC,6969,GYD,2922
27,NBC,6969,LED,2948
28,NBC,6969,SVX,2975
29,NJC,2972,SVX,2975
30,NJC,2972,UUA,6160
31,NUX,4364,SVX,2975
32,OVB,4078,CEK,2968
33,OVB,4078,SVX,2975
34,SVX,2975,KZN,2990
35,SVX,2975,NBC,6969
36,SVX,2975,NJC,2972
37,SVX,2975,NUX,4364
38,SVX,2975,OVB,4078
39,TGK,\N,DME,4029
40,UUA,6160,DME,4029
41,UUA,6160,LED,2948
42,UUA,6160,NJC,2972
43,BTK,2936,IKT,2937
44,BTK,2936,OVB,4078
45,CEK,2968,OVB,4078
46,HTA,2935,IKT,2937
47,IKT,2937,BTK,2936
48,IKT,2937,HTA,2935
49,IKT,2937,KCK,\N
50,IKT,2937,ODO,8944
51,IKT,2937,OVB,4078
52,IKT,2937,UKX,6924
53,IKT,2937,ULK,9026
54,IKT,2937,YKS,2923
55,KCK,\N,IKT,2937
56,MJZ,2925,OVB,4078
57,ODO,8944,IKT,2937
58,OVB,4078,BTK,2936
59,OVB,4078,CEK,2968
60,OVB,4078,IKT,2937
61,UKX,6924,IKT,2937
62,ULK,9026,IKT,2937
63,YKS,2923,IKT,2937
64,AYP,2786,LIM,2789
65,CUZ,2812,LIM,2789
66,CUZ,2812,PEM,2808
67,HUU,6067,LIM,2789
68,IQT,2801,PCL,2781
69,IQT,2801,TPP,2806
70,LIM,2789,AYP,2786
71,LIM,2789,CUZ,2812
72,LIM,2789,HUU,6067
73,LIM,2789,PCL,2781
74,LIM,2789,TPP,2806
75,PCL,2781,IQT,2801
76,PCL,2781,LIM,2789
77,PCL,2781,TPP,2806
78,PEM,2808,CUZ,2812
79,TPP,2806,IQT,2801
80,TPP,2806,LIM,2789
81,TPP,2806,PCL,2781
82,ABJ,253,BOY,247
83,ABJ,253,OUA,246
84,ACC,248,OUA,246
85,BKO,1044,ABJ,253
86,BKO,1044,DKR,1084
87,BKO,1044,OUA,246
88,BOY,247,ABJ,253
89,BOY,247,OUA,246
90,COO,245,LFW,298
91,COO,245,OUA,246
92,DKR,1084,BKO,1044
93,DKR,1084,OUA,246
94,LFW,298,OUA,246
95,NIM,280,OUA,246
96,OUA,246,ABJ,253
97,OUA,246,ACC,248
98,OUA,246,BKO,1044
99,OUA,246,BOY,247
100,OUA,246,COO,245
101,OUA,246,DKR,1084
102,OUA,246,LFW,298
103,OUA,246,NIM,280
104,BOG,2709,GYE,2673
105,BOG,2709,UIO,2688
106,CLO,2715,GYE,2673
107,GYE,2673,BOG,2709
108,GYE,2673,CLO,2715
109,GYE,2673,SCY,6045
110,GYE,2673,UIO,2688
111,OCC,2670,UIO,2688
112,SCY,6045,GYE,2673
113,UIO,2688,BOG,2709
114,UIO,2688,GYE,2673
115,UIO,2688,OCC,2670
116,BDS,1506,ZRH,1678
117,BOD,1264,ZRH,1678
118,BRS,490,ZRH,1678
119,GVA,1665,LPA,1054
120,LCA,1197,ZRH,1678
121,LPA,1054,ZRH,1678
122,RMF,4197,ZRH,1678
123,TFS,1056,GVA,1665
124,ZRH,1678,BDS,1506
125,ZRH,1678,BOD,1264
126,ZRH,1678,BRS,490
127,ZRH,1678,LCA,1197
128,ZRH,1678,LPA,1054
129,ZRH,1678,RMF,4197
130,AJR,730,LYC,719
131,ARN,737,GEV,715
132,ARN,737,HAD,709
133,ARN,737,JKG,688
134,ARN,737,KRF,718
135,ARN,737,KSD,5595
136,ARN,737,LYC,719
137,ARN,737,MHQ,442
138,ARN,737,OER,722
139,ARN,737,POR,448
140,ARN,737,TRF,664
141,ARN,737,VBY,746
142,ARN,737,VHM,729
143,ARN,737,VXO,711
144,GEV,715,ARN,737
145,GEV,715,KRF,718
146,HAD,709,ARN,737
147,HAD,709,JKG,688
148,HAD,709,VXO,711
149,HMV,5599,VHM,729
150,JKG,688,ARN,737
151,JKG,688,HAD,709
152,KOK,435,POR,448
153,KRF,718,ARN,737
154,KRF,718,GEV,715
155,KSD,5595,ARN,737
156,LYC,719,AJR,730
157,LYC,719,ARN,737
158,MHQ,442,ARN,737
159,MHQ,442,TKU,460
160,OER,722,ARN,737
161,OSL,644,VXO,711
162,POR,448,ARN,737
163,POR,448,KOK,435
164,TKU,460,MHQ,442
165,TRF,664,ARN,737
166,VBY,746,ARN,737
167,VHM,729,ARN,737
168,VHM,729,HMV,5599
169,VXO,711,ARN,737
170,VXO,711,OSL,644
171,ADQ,3531,AOS,7167
172,ADQ,3531,KKB,7168
173,ADQ,3531,KLN,7162
174,ADQ,3531,KOZ,7164
175,ADQ,3531,OLH,7163
176,AOS,7167,KZB,7176
177,KKB,7168,SYB,7173
178,KLN,7162,KYK,7161
179,KOZ,7164,ORI,7165
180,SYB,7173,KPR,7172
181,BSO,6019,MNL,2397
182,BXU,4200,MNL,2397
183,CBO,2399,MNL,2397
184,CGY,2400,MNL,2397
185,CRM,6024,MNL,2397
186,DGT,2425,MNL,2397
187,DWC,8076,MNL,2397
188,GES,6011,MNL,2397
189,KLO,2430,MNL,2397
190,LGP,4203,MNL,2397
191,MNL,2397,BSO,6019
192,MNL,2397,BXU,4200
193,MNL,2397,CBO,2399
194,MNL,2397,CGY,2400
195,MNL,2397,CRM,6024
196,MNL,2397,DGT,2425
197,MNL,2397,DWC,8076
198,MNL,2397,GES,6011
199,MNL,2397,KLO,2430
200,MNL,2397,LGP,4203
201,MNL,2397,MPH,4002
202,MNL,2397,OZC,4204
203,MNL,2397,PPS,2433
204,MNL,2397,RXS,6026
205,MNL,2397,SUG,6016
206,MNL,2397,TUG,6021
207,MNL,2397,ZAM,2404
208,MPH,4002,MNL,2397
209,OZC,4204,MNL,2397
210,PPS,2433,MNL,2397
211,RXS,6026,MNL,2397
212,SUG,6016,MNL,2397
213,TUG,6021,MNL,2397
214,ZAM,2404,MNL,2397
215,AUX,7376,PMW,4214
216,BRA,7373,BSB,2531
217,BRA,7373,SSA,2621
218,BSB,2531,BRA,7373
219,BSB,2531,OPS,7367
220,BSB,2531,RAO,2613
221,CAC,2535,GRU,2564
222,CGB,2548,GYN,2562
223,CGB,2548,OPS,7367
224,CGR,2538,DOU,7380
225,DOU,7380,CGR,2538
226,DOU,7380,GRU,2564
227,GIG,2560,RAO,2613
228,GRU,2564,CAC,2535
229,GRU,2564,DOU,7380
230,GRU,2564,RAO,2613
231,GRU,2564,UBA,2635
232,GRU,2564,UDI,2633
233,GRU,2564,VDC,6039
234,GYN,2562,CGB,2548
235,GYN,2562,PMW,4214
236,GYN,2562,RAO,2613
237,GYN,2562,UDI,2633
238,OPS,7367,BSB,2531
239,OPS,7367,CGB,2548
240,PLU,2528,RAO,2613
241,PMW,4214,AUX,7376
242,PMW,4214,GYN,2562
243,RAO,2613,BSB,2531
244,RAO,2613,GIG,2560
245,RAO,2613,GRU,2564
246,RAO,2613,GYN,2562
247,RAO,2613,PLU,2528
248,RAO,2613,SJP,2619
249,RAO,2613,UDI,2633
250,SJP,2619,RAO,2613
251,SSA,2621,BRA,7373
252,SSA,2621,VDC,6039
253,UBA,2635,GRU,2564
254,UBA,2635,UDI,2633
255,UDI,2633,GRU,2564
256,UDI,2633,GYN,2562
257,UDI,2633,RAO,2613
258,UDI,2633,UBA,2635
259,VDC,6039,GRU,2564
260,VDC,6039,SSA,2621
261,BRL,5726,ORD,3830
262,BRL,5726,STL,3678
263,DEC,4042,ORD,3830
264,DEC,4042,STL,3678
265,JBR,3591,STL,3678
266,ORD,3830,BRL,5726
267,ORD,3830,DEC,4042
268,STL,3678,BRL,5726
269,STL,3678,DEC,4042
270,STL,3678,JBR,3591
271,CGA,7144,HYL,7145
272,CGA,7144,KTN,3808
273,HYL,7145,CGA,7144
274,HYL,7145,KTB,7147
275,HYL,7145,KTN,3808
276,KTB,7147,HYL,7145
277,KTB,7147,KTN,3808
278,KTN,3808,CGA,7144
279,KTN,3808,HYL,7145
280,KTN,3808,KTB,7147
281,KTN,3808,MTM,7146
282,MTM,7146,KTN,3808
283,ACC,248,DKR,1084
284,ACC,248,LOS,273
285,ACC,248,ROB,1063
286,BCN,1218,BJL,1050
287,BJL,1050,BCN,1218
288,BJL,1050,DKR,1084
289,BJL,1050,FNA,1059
290,CKY,4162,OXB,5665
291,DKR,1084,ACC,248
292,DKR,1084,BJL,1050
293,DKR,1084,DLA,897
294,DKR,1084,FNA,1059
295,DKR,1084,LOS,273
296,DKR,1084,OXB,5665
297,DLA,897,DKR,1084
298,DLA,897,LOS,273
299,FNA,1059,BJL,1050
300,FNA,1059,DKR,1084
301,FNA,1059,LGW,502
302,FNA,1059,ROB,1063
303,LGW,502,FNA,1059
304,LOS,273,ACC,248
305,LOS,273,DKR,1084
306,LOS,273,DLA,897
307,LOS,273,ROB,1063
308,OXB,5665,CKY,4162
309,OXB,5665,DKR,1084
310,ROB,1063,ACC,248
311,ROB,1063,FNA,1059
312,ROB,1063,LOS,273
313,AKV,5506,YIK,5504
314,AKV,5506,YPX,6727
315,XGR,5512,YVP,154
316,YGL,62,YGW,5496
317,YGL,62,YPX,6727
318,YGL,62,YUL,146
319,YGW,5496,YGL,62
320,YGW,5496,YPH,5520
321,YGW,5496,YSK,5529
322,YGW,5496,YUD,5515
323,YGW,5496,YUL,146
324,YGW,5496,YUY,149
325,YIK,5504,AKV,5506
326,YIK,5504,YZG,5535
327,YKG,5481,YPJ,5508
328,YKG,5481,YQC,5499
329,YKG,5481,YVP,154
330,YKL,80,YQB,111
331,YKL,80,YVP,154
332,YKL,80,YWK,161
333,YKL,80,YZV,202
334,YPH,5520,YPX,6727
335,YPH,5520,YUD,5515
336,YPH,5520,YVP,154
337,YPJ,5508,YKG,5481
338,YPJ,5508,YTQ,6728
339,YPJ,5508,YVP,154
340,YPX,6727,AKV,5506
341,YPX,6727,YGL,62
342,YPX,6727,YPH,5520
343,YPX,6727,YVP,154
344,YQB,111,YKL,80
345,YQB,111,YUL,146
346,YQC,5499,YKG,5481
347,YQC,5499,YWB,7253
348,YSK,5529,YGW,5496
349,YSK,5529,YUD,5515
350,YTQ,6728,YPJ,5508
351,YTQ,6728,YVP,154
352,YUD,5515,YGW,5496
353,YUD,5515,YPH,5520
354,YUD,5515,YSK,5529
355,YUL,146,YGL,62
356,YUL,146,YGW,5496
357,YUL,146,YQB,111
358,YUL,146,YUY,149
359,YUY,149,YGW,5496
360,YUY,149,YUL,146
361,YVP,154,XGR,5512
362,YVP,154,YGW,5496
363,YVP,154,YKG,5481
364,YVP,154,YKL,80
365,YVP,154,YPH,5520
366,YVP,154,YPJ,5508
367,YVP,154,YPX,6727
368,YVP,154,YTQ,6728
369,YWB,7253,YQC,5499
370,YWB,7253,YZG,5535
371,YWK,161,YKL,80
372,YWK,161,YZV,202
373,YZG,5535,YIK,5504
374,YZG,5535,YWB,7253
375,YZV,202,YKL,80
376,YZV,202,YWK,161
377,JIB,4119,DXB,2188
378,JIB,4119,JED,2072
379,JIB,4119,MGQ,5687
380,MGQ,5687,NBO,4059
381,NBO,4059,MGQ,5687
382,BKK,3885,SIN,3316
383,DRW,3999,SIN,3316
384,HAK,4120,SIN,3316
385,HGH,3386,SIN,3316
386,HKG,3077,SIN,3316
387,HKT,3179,SIN,3316
388,KIX,3992,MNL,2397
389,KIX,3992,TPE,2276
390,KUL,3304,SIN,3316
391,MNL,2397,KIX,3992
392,MNL,2397,SIN,3316
393,PEN,3308,SIN,3316
394,PER,3351,SIN,3316
395,PNH,3034,SIN,3316
396,REP,3035,SIN,3316
397,RGN,3239,SIN,3316
398,SGN,3205,SIN,3316
399,SIN,3316,BKK,3885
400,SIN,3316,DRW,3999
401,SIN,3316,HAK,4120
402,SIN,3316,HGH,3386
403,SIN,3316,HKG,3077
404,SIN,3316,HKT,3179
405,SIN,3316,KUL,3304
406,SIN,3316,MNL,2397
407,SIN,3316,PEN,3308
408,SIN,3316,PER,3351
409,SIN,3316,PNH,3034
410,SIN,3316,REP,3035
411,SIN,3316,RGN,3239
412,SIN,3316,SGN,3205
413,SIN,3316,SWA,4302
414,SIN,3316,TPE,2276
415,SWA,4302,SIN,3316
416,TPE,2276,KIX,3992
417,TPE,2276,SIN,3316
418,ACH,1679,EBA,1558
419,DRS,338,ZRH,1678
420,DUS,345,FDH,382
421,EBA,1558,ACH,1679
422,EBA,1558,FDH,382
423,EBA,1558,MUC,346
424,EBA,1558,ZRH,1678
425,FDH,382,DUS,345
426,FDH,382,EBA,1558
427,FDH,382,HAM,342
428,FDH,382,OLB,1520
429,FDH,382,TXL,351
430,FDH,382,ZAD,1209
431,FMM,3986,NAP,1561
432,GRZ,1609,ZRH,1678
433,HAM,342,FDH,382
434,MUC,346,EBA,1558
435,NAP,1561,FMM,3986
436,OLB,1520,FDH,382
437,SZG,1612,ZRH,1678
438,TXL,351,FDH,382
439,ZAD,1209,FDH,382
440,ZRH,1678,DRS,338
441,ZRH,1678,EBA,1558
442,ZRH,1678,GRZ,1609
443,ZRH,1678,SZG,1612
444,ATL,3682,LWB,6958
445,ATL,3682,MCN,3754
446,ATL,3682,MEI,4335
447,ATL,3682,MSL,5756
448,ATL,3682,PIB,5759
449,ATL,3682,TUP,5773
450,BIM,1937,FLL,3533
451,ELH,1943,FLL,3533
452,ELH,1943,PBI,3722
453,EYW,3875,FLL,3533
454,EYW,3875,RSW,3793
455,EYW,3875,TPA,3646
456,FLL,3533,BIM,1937
457,FLL,3533,ELH,1943
458,FLL,3533,EYW,3875
459,FLL,3533,FPO,1948
460,FLL,3533,GGT,1941
461,FLL,3533,GHB,1944
462,FLL,3533,MCO,3878
463,FLL,3533,MHH,1930
464,FLL,3533,TCB,1934
465,FLL,3533,TPA,3646
466,FPO,1948,FLL,3533
467,GGT,1941,FLL,3533
468,GGT,1941,GHB,1944
469,GHB,1944,FLL,3533
470,GLH,6130,TUP,5773
471,GNV,3472,MCO,3878
472,GNV,3472,TPA,3646
473,JAX,3712,MHH,1930
474,JAX,3712,TPA,3646
475,LWB,6958,ATL,3682
476,MCN,3754,ATL,3682
477,MCN,3754,MCO,3878
478,MCO,3878,FLL,3533
479,MCO,3878,GNV,3472
480,MCO,3878,MCN,3754
481,MCO,3878,MHH,1930
482,MCO,3878,PNS,3564
483,MCO,3878,RSW,3793
484,MCO,3878,TLH,3698
485,MEI,4335,ATL,3682
486,MHH,1930,FLL,3533
487,MHH,1930,JAX,3712
488,MHH,1930,MCO,3878
489,MHH,1930,PBI,3722
490,MSL,5756,ATL,3682
491,PBI,3722,ELH,1943
492,PBI,3722,MHH,1930
493,PBI,3722,TPA,3646
494,PIB,5759,ATL,3682
495,PNS,3564,MCO,3878
496,PNS,3564,TPA,3646
497,RSW,3793,EYW,3875
498,RSW,3793,MCO,3878
499,TCB,1934,FLL,3533
500,TLH,3698,MCO,3878
501,TLH,3698,TPA,3646
502,TPA,3646,EYW,3875
503,TPA,3646,FLL,3533
504,TPA,3646,GNV,3472
505,TPA,3646,JAX,3712
506,TPA,3646,PBI,3722
507,TPA,3646,PNS,3564
508,TPA,3646,TLH,3698
509,TUP,5773,ATL,3682
510,TUP,5773,GLH,6130
511,AMS,580,NDR,5673
512,AMS,580,TNG,1080
513,BCN,1218,CMN,1074
514,BCN,1218,NDR,5673
515,BCN,1218,TNG,1080
516,BGY,1525,CMN,1074
517,BLQ,1538,CMN,1074
518,BRU,302,CMN,1074
519,BRU,302,NDR,5673
520,BRU,302,TNG,1080
521,CGN,344,NDR,5673
522,CMN,1074,BCN,1218
523,CMN,1074,BGY,1525
524,CMN,1074,BLQ,1538
525,CMN,1074,BRU,302
526,CMN,1074,CUF,1534
527,CMN,1074,LGW,502
528,CMN,1074,LYS,1335
529,CMN,1074,MPL,1359
530,CMN,1074,SAW,4317
531,CMN,1074,TLS,1273
532,CMN,1074,TSF,1539
533,CUF,1534,CMN,1074
534,FEZ,1066,MPL,1359
535,LGW,502,CMN,1074
536,LGW,502,TNG,1080
537,LYS,1335,CMN,1074
538,MPL,1359,CMN,1074
539,MPL,1359,FEZ,1066
540,MPL,1359,NDR,5673
541,NDR,5673,AMS,580
542,NDR,5673,BCN,1218
543,NDR,5673,BRU,302
544,NDR,5673,CGN,344
545,NDR,5673,MPL,1359
546,NDR,5673,PMI,3998
547,PMI,3998,NDR,5673
548,SAW,4317,CMN,1074
549,TLS,1273,CMN,1074
550,TNG,1080,AMS,580
551,TNG,1080,BCN,1218
552,TNG,1080,BRU,302
553,TNG,1080,LGW,502
554,TSF,1539,CMN,1074
555,AUA,2895,LSP,2844
556,AUA,2895,MAR,2848
557,BON,2896,CUR,2897
558,CUR,2897,AUA,2895
559,LSP,2844,AUA,2895
560,MAR,2848,AUA,2895
561,ASF,2966,DME,4029
562,ASF,2966,LED,2948
563,BHK,2980,DME,4029
564,DME,4029,ASF,2966
565,DME,4029,BHK,2980
566,DME,4029,EGO,6156
567,DME,4029,FEG,6149
568,DME,4029,KSQ,6153
569,DME,4029,NMA,6150
570,DME,4029,NVI,6485
571,DME,4029,SKD,2981
572,DME,4029,TIV,1743
573,EGO,6156,DME,4029
574,FEG,6149,DME,4029
575,KSQ,6153,DME,4029
576,LED,2948,ASF,2966
577,NMA,6150,DME,4029
578,NVI,6485,DME,4029
579,SKD,2981,DME,4029
580,TIV,1743,DME,4029
581,ANU,2874,PTP,2881
582,CAY,2774,FDF,2878
583,CUR,2897,SDQ,1762
584,DOM,2877,PTP,2881
585,DOM,2877,SXM,2899
586,FDF,2878,CAY,2774
587,FDF,2878,PTP,2881
588,FDF,2878,SDQ,1762
589,FDF,2878,SLU,2893
590,PTP,2881,ANU,2874
591,PTP,2881,DOM,2877
592,PTP,2881,FDF,2878
593,PTP,2881,SBH,6460
594,PTP,2881,SDQ,1762
595,PTP,2881,SFG,2879
596,PTP,2881,SXM,2899
597,SBH,6460,PTP,2881
598,SDQ,1762,PTP,2881
599,SDQ,1762,SXM,2899
600,SFG,2879,PTP,2881
601,SLU,2893,FDF,2878
602,SXM,2899,DOM,2877
603,SXM,2899,PTP,2881
604,SXM,2899,SDQ,1762
605,BHY,6351,XIY,3379
606,CAN,3370,CKG,3393
607,CAN,3370,CTU,3395
608,CAN,3370,SPN,2244
609,CGO,3375,CGQ,4380
610,CGO,3375,CKG,3393
611,CGO,3375,CTU,3395
612,CGO,3375,HGH,3386
613,CGO,3375,HRB,3400
614,CGO,3375,KMG,3382
615,CGO,3375,URC,3399
616,CGQ,4380,CGO,3375
617,CGQ,4380,NKG,3388
618,CGQ,4380,TNA,4108
619,CGQ,4380,TSN,3368
620,CKG,3393,CAN,3370
621,CKG,3393,CGO,3375
622,CKG,3393,CSX,3371
623,CKG,3393,CTU,3395
624,CKG,3393,CZX,4109
625,CKG,3393,DLC,3404
626,CKG,3393,DYG,6353
627,CKG,3393,HAK,4120
628,CKG,3393,HGH,3386
629,CKG,3393,HKT,3179
630,CKG,3393,INC,4085
631,CKG,3393,KHN,3384
632,CKG,3393,KMG,3382
633,CKG,3393,LHW,6431
634,CKG,3393,LJG,4033
635,CKG,3393,LXA,4097
636,CKG,3393,NGB,3387
637,CKG,3393,NKG,3388
638,CKG,3393,NNG,3373
639,CKG,3393,PEK,3364
640,CKG,3393,PVG,3406
641,CKG,3393,PZI,6435
642,CKG,3393,SWA,4302
643,CKG,3393,SYD,3361
644,CKG,3393,SYX,4030
645,CKG,3393,SZX,3374
646,CKG,3393,TNA,4108
647,CKG,3393,TSA,2275
648,CKG,3393,TSN,3368
649,CKG,3393,TYN,3369
650,CKG,3393,URC,3399
651,CKG,3393,WUH,3376
652,CKG,3393,WUX,6390
653,CKG,3393,XIY,3379
654,CKG,3393,XNN,6366
655,CKG,3393,YIH,6361
656,CKG,3393,ZHA,6357
657,CSX,3371,CKG,3393
658,CSX,3371,CTU,3395
659,CSX,3371,FOC,3385
660,CSX,3371,KMG,3382
661,CSX,3371,SHE,4144
662,CSX,3371,WNZ,6392
663,CSX,3371,XMN,3383
664,CTU,3395,CAN,3370
665,CTU,3395,CGO,3375
666,CTU,3395,CKG,3393
667,CTU,3395,CSX,3371
668,CTU,3395,DCY,9310
669,CTU,3395,DSN,6434
670,CTU,3395,HAK,4120
671,CTU,3395,HDG,8407
672,CTU,3395,HET,6345
673,CTU,3395,HFE,3389
674,CTU,3395,HGH,3386
675,CTU,3395,HKG,3077
676,CTU,3395,HKT,3179
677,CTU,3395,ICN,3930
678,CTU,3395,INC,4085
679,CTU,3395,JHG,4055
680,CTU,3395,JIQ,8781
681,CTU,3395,JZH,4301
682,CTU,3395,KHN,3384
683,CTU,3395,KMG,3382
684,CTU,3395,KOW,6379
685,CTU,3395,KWE,3394
686,CTU,3395,LHW,6431
687,CTU,3395,LJG,4033
688,CTU,3395,LUM,6376
689,CTU,3395,LXA,4097
690,CTU,3395,LZY,6402
691,CTU,3395,MEL,3339
692,CTU,3395,NKG,3388
693,CTU,3395,NNG,3373
694,CTU,3395,PEK,3364
695,CTU,3395,PVG,3406
696,CTU,3395,PZI,6435
697,CTU,3395,SHE,4144
698,CTU,3395,SJW,6347
699,CTU,3395,SYX,4030
700,CTU,3395,SZX,3374
701,CTU,3395,TAO,3390
702,CTU,3395,TNA,4108
703,CTU,3395,TSA,2275
704,CTU,3395,TSN,3368
705,CTU,3395,TYN,3369
706,CTU,3395,URC,3399
707,CTU,3395,WNZ,6392
708,CTU,3395,WUH,3376
709,CTU,3395,WUX,6390
710,CTU,3395,WXN,6403
711,CTU,3395,XIC,3396
712,CTU,3395,XIY,3379
713,CTU,3395,XMN,3383
714,CTU,3395,XNN,6366
715,CTU,3395,XUZ,4149
716,CTU,3395,YIH,6361
717,CTU,3395,YTY,8876
718,CZX,4109,CKG,3393
719,CZX,4109,HRB,3400
720,CZX,4109,XMN,3383
721,CZX,4109,ZUH,6355
722,DAT,6344,TYN,3369
723,DCY,9310,CTU,3395
724,DLC,3404,CKG,3393
725,DLC,3404,HGH,3386
726,DLC,3404,HRB,3400
727,DLC,3404,TNA,4108
728,DLC,3404,XUZ,4149
729,DNH,4308,LHW,6431
730,DSN,6434,CTU,3395
731,DSN,6434,SHE,4144
732,DYG,6353,CKG,3393
733,DYG,6353,NKG,3388
734,FOC,3385,CSX,3371
735,FOC,3385,XIY,3379
736,GXH,9311,LXA,4097
737,GXH,9311,XIY,3379
738,HAK,4120,CKG,3393
739,HAK,4120,CTU,3395
740,HAK,4120,HGH,3386
741,HAK,4120,NGB,3387
742,HAK,4120,ZUH,6355
743,HDG,8407,CTU,3395
744,HET,6345,CTU,3395
745,HFE,3389,CTU,3395
746,HGH,3386,CGO,3375
747,HGH,3386,CKG,3393
748,HGH,3386,CTU,3395
749,HGH,3386,DLC,3404
750,HGH,3386,HAK,4120
751,HGH,3386,KWE,3394
752,HGH,3386,TSN,3368
753,HGH,3386,TYN,3369
754,HKG,3077,CTU,3395
755,HKG,3077,YIH,6361
756,HKG,3077,ZHA,6357
757,HKT,3179,CKG,3393
758,HKT,3179,CTU,3395
759,HRB,3400,CGO,3375
760,HRB,3400,CZX,4109
761,HRB,3400,DLC,3404
762,HRB,3400,INC,4085
763,HRB,3400,NGB,3387
764,HRB,3400,NKG,3388
765,HRB,3400,NZH,6954
766,HRB,3400,SJW,6347
767,HRB,3400,TNA,4108
768,HRB,3400,TSN,3368
769,HRB,3400,WNZ,6392
770,HRB,3400,WUH,3376
771,HRB,3400,XIY,3379
772,HRB,3400,XUZ,4149
773,ICN,3930,CTU,3395
774,INC,4085,CKG,3393
775,INC,4085,CTU,3395
776,INC,4085,HRB,3400
777,INC,4085,KWL,3372
778,JGN,6432,LHW,6431
779,JHG,4055,CTU,3395
780,JHG,4055,KMG,3382
781,JIQ,8781,CTU,3395
782,JJN,6386,KWE,3394
783,JJN,6386,WUH,3376
784,JZH,4301,CTU,3395
785,KHG,3397,URC,3399
786,KHN,3384,CKG,3393
787,KHN,3384,CTU,3395
788,KHN,3384,KMG,3382
789,KHN,3384,NGB,3387
790,KMG,3382,CGO,3375
791,KMG,3382,CKG,3393
792,KMG,3382,CSX,3371
793,KMG,3382,CTU,3395
794,KMG,3382,JHG,4055
795,KMG,3382,KHN,3384
796,KMG,3382,KWE,3394
797,KMG,3382,LUM,6376
798,KMG,3382,NGB,3387
799,KMG,3382,NKG,3388
800,KMG,3382,TAO,3390
801,KMG,3382,TNA,4108
802,KMG,3382,TPE,2276
803,KMG,3382,WXN,6403
804,KMG,3382,XIY,3379
805,KMG,3382,XMN,3383
806,KMG,3382,XUZ,4149
807,KOW,6379,CTU,3395
808,KOW,6379,XMN,3383
809,KWE,3394,CTU,3395
810,KWE,3394,HGH,3386
811,KWE,3394,JJN,6386
812,KWE,3394,KMG,3382
813,KWE,3394,LHW,6431
814,KWE,3394,SYX,4030
815,KWE,3394,WNZ,6392
816,KWE,3394,XUZ,4149
817,KWL,3372,INC,4085
818,KWL,3372,SJW,6347
819,KWL,3372,SYX,4030
820,LHW,6431,CKG,3393
821,LHW,6431,CTU,3395
822,LHW,6431,DNH,4308
823,LHW,6431,JGN,6432
824,LHW,6431,KWE,3394
825,LHW,6431,TSN,3368
826,LJG,4033,CKG,3393
827,LJG,4033,CTU,3395
828,LJG,4033,MIG,6400
829,LUM,6376,CTU,3395
830,LUM,6376,KMG,3382
831,LXA,4097,CKG,3393
832,LXA,4097,CTU,3395
833,LXA,4097,GXH,9311
834,LXA,4097,XIY,3379
835,LXA,4097,XNN,6366
836,LYI,6385,XIY,3379
837,LZY,6402,CTU,3395
838,MEL,3339,CTU,3395
839,MIG,6400,LJG,4033
840,MIG,6400,NKG,3388
841,MIG,6400,SYX,4030
842,MIG,6400,XNN,6366
843,NGB,3387,CKG,3393
844,NGB,3387,HAK,4120
845,NGB,3387,HRB,3400
846,NGB,3387,KHN,3384
847,NGB,3387,KMG,3382
848,NGB,3387,SHE,4144
849,NGB,3387,SYX,4030
850,NKG,3388,CGQ,4380
851,NKG,3388,CKG,3393
852,NKG,3388,CTU,3395
853,NKG,3388,DYG,6353
854,NKG,3388,HRB,3400
855,NKG,3388,KMG,3382
856,NKG,3388,MIG,6400
857,NKG,3388,SYX,4030
858,NNG,3373,CKG,3393
859,NNG,3373,CTU,3395
860,NNG,3373,SGN,3205
861,NNG,3373,WUH,3376
862,NTG,5475,WUH,3376
863,NZH,6954,HRB,3400
864,PEK,3364,CKG,3393
865,PEK,3364,CTU,3395
866,PEK,3364,WXN,6403
867,PEK,3364,ZHY,8043
868,PVG,3406,CKG,3393
869,PVG,3406,CTU,3395
870,PVG,3406,SPN,2244
871,PZI,6435,CKG,3393
872,PZI,6435,CTU,3395
873,SGN,3205,NNG,3373
874,SHE,4144,CSX,3371
875,SHE,4144,CTU,3395
876,SHE,4144,DSN,6434
877,SHE,4144,NGB,3387
878,SHE,4144,TYN,3369
879,SHE,4144,XUZ,4149
880,SHE,4144,YVR,156
881,SJW,6347,CTU,3395
882,SJW,6347,HRB,3400
883,SJW,6347,KWL,3372
884,SPN,2244,CAN,3370
885,SPN,2244,PVG,3406
886,SWA,4302,CKG,3393
